time,population,Conc
69,N,204145.2952594239
70,N,204124.68947982788
71,N,204110.74876045427
72,N,204101.31413365362
73,N,204094.93112785896
74,N,204090.61753318866
75,N,204087.69740027987
76,N,204085.7171393964
77,N,204084.37817996313
78,N,204083.47644166148
79,N,204082.8708427111
80,N,204082.46402844047
81,N,204082.19021984332
82,N,204082.00571242007
83,N,204081.88150362216
84,N,204081.79885292283
85,N,204081.743228334
86,N,204081.70479790794
87,N,204081.6788628346
88,N,204081.66166905253
89,N,204081.6525426374
90,N,204081.64606646154
91,N,204081.64148878152
92,N,204081.63826951754
93,N,204081.63602079783
94,N,204081.63446419098
95,N,204081.63339994376
96,N,204081.632684855
97,N,204081.63221636246
98,N,204081.63192109842
99,N,204081.63174666042
100,N,204081.63165569445
0,V,1
1,V,1.4769897584727214
2,V,2.1815813204672425
3,V,3.222289447381693
4,V,4.759419897671664
5,V,7.029791989312919
6,V,10.383163801356035
7,V,15.336133114476702
8,V,22.651710422434576
9,V,33.456856284437464
10,V,49.41608221939741
11,V,72.98786378324507
12,V,107.80332616217457
13,V,159.22557425047583
14,V,235.17580242989374
15,V,347.35338488873
16,V,513.0377870373827
17,V,757.7498224430614
18,V,1119.1818895674955
19,V,1653.0014198159176
20,V,2441.420572307722
21,V,3605.848877495531
22,V,5325.568807658952
23,V,7865.2963554768085
24,V,11615.836087511381
25,V,17154.014187232005
26,V,25330.94862443242
27,V,37401.88908273691
28,V,55216.82215459062
29,V,81499.42777991993
30,V,120253.59482485105
31,V,177351.90908188265
32,V,261379.06670928223
33,V,384822.50377545337
34,V,565713.9194839088
35,V,829808.5782651035
36,V,1213298.836754622
37,V,1765814.3707013556
38,V,2552936.5430477336
39,V,3656463.669116214
40,V,5169346.493147653
41,V,7181023.583704606
42,V,9749936.423297262
43,V,12866250.71700918
44,V,16419513.201969301
45,V,20195737.440598194
46,V,23920387.376963668
47,V,27333433.60816678
48,V,30256342.150450576
49,V,32617932.600126136
50,V,34437865.46323216
51,V,35789881.1249635
52,V,36767158.959118895
53,V,37459704.999687344
54,V,37943614.56766836
55,V,38278379.50631747
56,V,38508400.79641151
57,V,38665746.95625129
58,V,38772996.39252765
59,V,38845952.227833934
60,V,38895500.1020648
61,V,38929111.759131804
62,V,38951906.04956827
63,V,38967345.231290385
64,V,38977805.25209614
65,V,38984894.06811724
66,V,38989701.61077764
67,V,38992953.330497056
68,V,38995154.51024932
69,V,38996645.44751555
70,V,38997654.63644217
71,V,38998337.29003367
72,V,38998799.19079863
73,V,38999111.60236337
74,V,38999322.648361094
75,V,38999465.446351565
76,V,38999562.218846604
77,V,38999627.59287297
78,V,38999671.56579023
79,V,38999701.04832776
80,V,38999720.80883293
81,V,38999734.06867911
82,V,38999742.967744514
83,V,38999748.92576336
84,V,38999752.859624945
85,V,38999755.48026394
86,V,38999757.26821816
87,V,38999758.45291177
88,V,38999759.21748465
89,V,38999759.59757211
90,V,38999759.85390061
91,V,38999760.022750184
92,V,38999760.13008
93,V,38999760.19443705
94,V,38999760.22904753
95,V,38999760.24332036
96,V,38999760.24392793
97,V,38999760.23558267
98,V,38999760.22159495
99,V,38999760.20427373
100,V,38999760.18521417
