time,population,Conc
74,S,23665.59596183962
75,S,23151.48431598296
76,S,22688.95007858819
77,S,22272.852348926583
78,S,21898.518640116843
79,S,21561.85520293197
80,S,21259.03218882192
81,S,20986.66518775761
82,S,20741.69165787321
83,S,20521.34652877689
84,S,20323.16848971853
85,S,20144.939210453493
86,S,19984.652774608814
87,S,19840.500929381964
88,S,19710.85854894334
89,S,19594.266250315177
90,S,19489.41333914418
91,S,19395.118434433727
92,S,19310.31661723258
93,S,19234.05099367445
94,S,19165.4629962109
95,S,19103.780864663222
96,S,19048.3095661706
97,S,18998.4233921012
98,S,18953.5598286724
99,S,18913.21337992654
100,S,18876.929466892925
0,V,1
1,V,1.47350932159063
2,V,2.1618978598270666
3,V,3.159648838071249
4,V,4.602068722392389
5,V,6.682637990361967
6,V,9.677698740666246
7,V,13.981635068131876
8,V,20.156861119078645
9,V,29.004877129196178
10,V,41.667236265783785
11,V,59.768973160280225
12,V,85.62230849944535
13,V,122.51591155531547
14,V,175.12558696860444
15,V,250.09720987773164
16,V,356.8741212673967
17,V,508.8712991322435
18,V,725.1413778668364
19,V,1032.7382686191038
20,V,1470.0701280348337
21,V,2091.6551181199466
22,V,2974.8650607798727
23,V,4229.487070716025
24,V,6011.27654405024
25,V,8541.160420461836
26,V,12132.433927027238
27,V,17229.25429075565
28,V,24461.074864088816
29,V,34719.518258147524
30,V,49266.762130261064
31,V,69887.90704122485
32,V,99104.52486359593
33,V,140472.2465077322
34,V,198992.48607244415
35,V,281675.81791061483
36,V,398300.5800812517
37,V,562409.91646463
38,V,792573.9097601259
39,V,1113891.0997228513
40,V,1559587.209399103
41,V,2172343.00467229
42,V,3004583.9492301242
43,V,4116459.626869817
44,V,5569729.185377404
45,V,7415843.410496763
46,V,9678096.93149805
47,V,12331488.82291282
48,V,15289036.172668805
49,V,18405168.04794579
50,V,21501302.44460291
51,V,24405744.111076623
52,V,26990133.98692885
53,V,29187407.29830399
54,V,30988206.270232584
55,V,32424126.909607228
56,V,33548025.803541273
57,V,34418472.30275947
58,V,35090157.244174354
59,V,35609578.2126311
60,V,36013996.676591344
61,V,36332154.231695525
62,V,36585668.81167783
63,V,36790554.86764428
64,V,36958565.73817273
65,V,37098294.996148445
66,V,37216055.346161835
67,V,37316473.970623985
68,V,37402977.29362839
69,V,37478142.28177061
70,V,37543928.12476701
71,V,37601837.189714976
72,V,37653046.029589266
73,V,37698497.51696707
74,V,37738958.484340265
75,V,37775059.075803004
76,V,37807324.83130851
77,V,37836202.018626705
78,V,37862075.63308414
79,V,37885270.64030809
80,V,37906081.66101169
81,V,37924762.195140034
82,V,37941537.252130345
83,V,37956606.783195905
84,V,37970146.12971262
85,V,37982312.007542156
86,V,37993245.32628366
87,V,38003072.40249646
88,V,38011906.138229646
89,V,38019847.464572534
90,V,38026986.73145374
91,V,38033405.23866268
92,V,38039176.156158395
93,V,38044365.08937999
94,V,38049030.79050602
95,V,38053226.02589561
96,V,38056998.29898862
97,V,38060390.34511968
98,V,38063440.54488923
99,V,38066183.3640727
100,V,38068649.78874798
