time,population,Conc
85,I2,7564.840898769385
86,I2,7564.837226645675
87,I2,7564.8339702549865
88,I2,7564.831082527525
89,I2,7564.82852172317
90,I2,7564.826250827968
91,I2,7564.824237018884
92,I2,7564.822451189231
93,I2,7564.820867527925
94,I2,7564.819463146337
95,I2,7564.818217747369
96,I2,7564.817113331991
97,I2,7564.816133939039
98,I2,7564.81526541449
99,I2,7564.814495206847
100,I2,7564.813812185677
0,S,1
1,S,960.4151519970737
2,S,4656.12417150146
3,S,10021.9561206838
4,S,15855.4731981853
5,S,21512.833949939053
6,S,26732.858527578155
7,S,31443.38045465642
8,S,35652.23353039039
9,S,39396.51568214172
10,S,42721.24342850088
11,S,45671.0637450768
12,S,48287.369584916974
13,S,50607.544457542805
14,S,52664.986709429206
15,S,54489.40182590664
16,S,56107.16817321962
17,S,57541.686359575615
18,S,58813.708201893685
19,S,59941.63945424608
20,S,60941.80432990597
21,S,61828.677018517476
22,S,62615.08969383869
23,S,63312.420499330605
24,S,63930.76001520797
25,S,64479.05659339703
26,S,64965.2445107237
27,S,65396.3587120703
28,S,65778.63736637225
29,S,66117.6124175735
30,S,66418.18926860586
31,S,66684.7174727635
32,S,66921.05378958659
33,S,67130.61819525926
34,S,67316.44336042239
35,S,67481.2184105429
36,S,67627.32780628835
37,S,67756.88590802695
38,S,67871.76760538755
39,S,67973.63542053146
40,S,68063.96353746411
41,S,68144.05914166296
42,S,68215.08135331945
43,S,68278.05799994153
44,S,68333.90047866023
45,S,68383.41694188875
46,S,68427.32399730418
47,S,68466.25708043875
48,S,68500.77964711534
49,S,68531.39132461781
50,S,68558.53514270176
51,S,68582.60394630376
52,S,68603.94608014237
53,S,68622.87042851029
54,S,68639.65088502265
55,S,68654.53031681413
56,S,68667.72407937062
57,S,68679.42313267499
58,S,68689.79680443557
59,S,68698.9952406634
60,S,68707.15157871063
61,S,68714.38387395126
62,S,68720.79680813159
63,S,68726.48320431173
64,S,68731.52537027918
65,S,68735.99628974035
66,S,68739.9606785168
67,S,68743.47592111044
68,S,68746.59290121784
69,S,68749.35673816894
70,S,68751.80743991882
71,S,68753.98048206144
72,S,68755.90732126606
73,S,68757.6158505607
74,S,68759.13080303544
75,S,68760.47410980766
76,S,68761.66521743851
77,S,68762.72136939707
78,S,68763.6578556399
79,S,68764.48823391515
80,S,68765.22452599609
81,S,68765.87739168646
82,S,68766.45628311497
83,S,68766.96958154991
84,S,68767.42471871458
85,S,68767.82828435948
86,S,68768.18612164911
87,S,68768.5034117426
88,S,68768.78474879249
89,S,68769.03420644703
90,S,68769.25539681887
91,S,68769.45152277352
92,S,68769.62542429409
93,S,68769.77961959332
94,S,68769.91634156827
95,S,68770.03757012505
96,S,68770.14506084152
97,S,68770.24037038277
98,S,68770.32487903732
99,S,68770.39981069996
100,S,68770.46625059107
