time,population,Conc
86,N,916668.4250236463
87,N,916668.1132779733
88,N,916667.8367683375
89,N,916667.5915117917
90,N,916667.3739756325
91,N,916667.1810265013
92,N,916667.0098852394
93,N,916666.8580868456
94,N,916666.7234449628
95,N,916666.6040203775
96,N,916666.4980930823
97,N,916666.404137495
98,N,916666.3208004799
99,N,916666.2468818544
100,N,916666.1813170987
0,S,1
1,S,9424.262527207668
2,S,17782.67910077428
3,S,25195.857388219345
4,S,31770.68486998239
5,S,37601.94413423838
6,S,42773.756790124535
7,S,47360.70414096603
8,S,51428.90941686091
9,S,55037.02698888377
10,S,58237.096622776124
11,S,61075.2744657832
12,S,63592.48686385683
13,S,65825.02639390323
14,S,67805.0841158191
15,S,69561.21456833775
16,S,71118.74328962577
17,S,72500.12986220955
18,S,73725.2930851176
19,S,74811.89984005914
20,S,75775.61982787246
21,S,76630.35065376587
22,S,77388.41787180798
23,S,78060.7530160545
24,S,78657.0515348666
25,S,79185.91256369723
26,S,79654.96274890442
27,S,80070.96616674414
28,S,80439.92192644364
29,S,80767.15073189887
30,S,81057.37159342435
31,S,81314.7698413212
32,S,81543.05747019465
33,S,81745.52668025455
34,S,81925.09736096048
35,S,82084.35919273233
36,S,82225.60898396453
37,S,82350.88379054797
38,S,82461.9902938118
39,S,82560.53085522808
40,S,82647.9266222612
41,S,82725.438020731
42,S,82794.18293076348
43,S,82855.15280792741
44,S,82909.22698099223
45,S,82957.18533230708
46,S,82999.71954411197
47,S,83037.44307322615
48,S,83070.89999782035
49,S,83100.57286364463
50,S,83126.88964283888
51,S,83150.22990576676
52,S,83170.93029491827
53,S,83189.28937978412
54,S,83205.5719626728
55,S,83220.01289756103
56,S,83232.82047706621
57,S,83244.17943638907
58,S,83254.25361753763
59,S,83263.18833224486
60,S,83271.11245765506
61,S,83278.14029500386
62,S,83284.37321809595
63,S,83289.90113535165
64,S,83294.80378650459
65,S,83299.15189265012
66,S,83303.00817623007
67,S,83306.42826566333
68,S,83309.46149766717
69,S,83312.15162883994
70,S,83314.53746676685
71,S,83316.65342975024
72,S,83318.53004323677
73,S,83320.19438010025
74,S,83321.67045112998
75,S,83322.97955135576
76,S,83324.14056720461
77,S,83325.17024891841
78,S,83326.08345216187
79,S,83326.89335230467
80,S,83327.61163446866
81,S,83328.24866208064
82,S,83328.81362636203
83,S,83329.31467891097
84,S,83329.7590492895
85,S,83330.15314931127
86,S,83330.50266553435
87,S,83330.81264129266
88,S,83331.08754944967
89,S,83331.3313569232
90,S,83331.5475819125
91,S,83331.7393446524
92,S,83331.90941242715
93,S,83332.06023949297
94,S,83332.19400248498
95,S,83332.3126318195
96,S,83332.4178395445
97,S,83332.51114404002
98,S,83332.5938919247
99,S,83332.66727748449
100,S,83332.73235990388
