time,population,Conc
99,N,672890.7669857051
100,N,672384.7987072748
101,N,671894.0414163158
102,N,671418.0377200391
103,N,670956.3440429679
104,N,670508.5301117286
105,N,670074.1785804481
106,N,669652.8846358202
107,N,669244.2556704121
108,N,668847.910885936
109,N,668463.480928804
110,N,668090.6075480784
111,N,667728.9432639488
112,N,667378.151418101
113,N,667037.9039527602
114,N,666707.8833708237
115,N,666387.7819194475
116,N,666077.3028099838
117,N,665776.157385575
118,N,665484.0648224303
119,N,665200.7525884148
120,N,664925.9565518361
121,N,664659.4206876314
122,N,664400.8966937186
123,N,664150.1436960276
124,N,663906.9280357156
125,N,663671.0230775472
126,N,663442.2090083252
127,N,663220.272629829
128,N,663005.0071549689
129,N,662796.2120131257
130,N,662593.6926637784
131,N,662397.260416097
132,N,662206.7322533592
133,N,662021.9306622111
134,N,661842.6834670146
135,N,661668.8236692874
136,N,661500.1892920496
137,N,661336.6232299004
138,N,661177.9730976623
139,N,661024.0911121296
140,N,660874.8339219968
141,N,660730.0624666794
142,N,660589.6418657725
143,N,660453.4413102651
144,N,660321.3339329971
145,N,660193.1966771851
146,N,660068.910179873
147,N,659948.3586666206
148,N,659831.4298470729
149,N,659718.0148087761
150,N,659608.0079132745
151,N,659501.3066974165
152,N,659397.811778955
153,N,659297.4267644817
154,N,659200.0581592448
155,N,659105.6152795661
156,N,659014.0101682902
157,N,658925.157513002
158,N,658838.974566596
159,N,658755.3810700722
160,N,658674.2991776451
161,N,658595.6533841775
162,N,658519.3704548362
163,N,658445.3793568392
164,N,658373.6111932277
165,N,658303.999138628
166,N,658236.4783769604
167,N,658170.9860410262
168,N,658107.4611539089
169,N,658045.8445721294
170,N,657986.0789305139
171,N,657928.1085887196
172,N,657871.8795793714
173,N,657817.3395577562
174,N,657764.4377530292
175,N,657713.1249208876
176,N,657663.3532976686
177,N,657615.0765558261
178,N,657568.2497607484
179,N,657522.8293288716
180,N,657478.7729870552
181,N,657436.0397331784
182,N,657394.5897979196
183,N,657354.3846076878
184,N,657315.3867486676
185,N,657277.5599319447
186,N,657240.8689596814
187,N,657205.2796923078
188,N,657170.7590167009
189,N,657137.2748153199
190,N,657104.7959362696
191,N,657073.2921642635
