time,population,Conc
44,N,913052.0934261645
45,N,913001.5881595884
46,N,912956.8322644152
47,N,912917.1712295419
48,N,912882.0250542883
49,N,912850.8797661039
50,N,912823.2799051113
51,N,912798.8218630957
52,N,912777.1479797617
53,N,912757.9413112864
54,N,912740.92099509
55,N,912725.8381424844
56,N,912712.4721986797
57,N,912700.627717
58,N,912690.131500396
59,N,912680.8300685049
60,N,912672.5874131002
61,N,912665.2830090218
62,N,912658.8100515195
63,N,912653.0738942798
64,N,912647.9906652962
65,N,912643.486040319
66,N,912639.4941559309
67,N,912635.9566463575
68,N,912632.8217899319
69,N,912630.0437527328
70,N,912627.58191833
71,N,912625.4002938325
72,N,912623.4669835505
73,N,912621.7537225783
74,N,912620.2354634753
75,N,912618.8900100002
76,N,912617.6976925397
77,N,912616.641080488
78,N,912615.7047273674
79,N,912614.8749449655
80,N,912614.1396031837
81,N,912613.4879526716
82,N,912612.9104676509
83,N,912612.3987066332
84,N,912611.9451889925
85,N,912611.5432855892
86,N,912611.1871218436
87,N,912610.8714918445
88,N,912610.5917822348
89,N,912610.3439047614
90,N,912610.1242365026
91,N,912609.9295669018
92,N,912609.7570508277
93,N,912609.6041669806
94,N,912609.4686810302
95,N,912609.3486129531
96,N,912609.242208085
97,N,912609.1479114702
98,N,912609.06434513
99,N,912608.990287919
100,N,912608.9246576738
0,I1,1
1,I1,6031.010357897654
2,I1,7984.6243171309015
3,I1,8586.632984703605
4,I1,8743.764949843015
5,I1,8757.33025562915
6,I1,8727.176967959176
7,I1,8686.147817373845
8,I1,8644.8246820963
9,I1,8606.411120409868
10,I1,8571.678772248644
11,I1,8540.610567773045
12,I1,8512.946829816103
13,I1,8488.367588719679
14,I1,8466.55340152799
15,I1,8447.205353240597
16,I1,8430.050952642445
17,I1,8414.844826299235
18,I1,8401.367453297024
19,I1,8389.423217996195
20,I1,8378.838189558353
21,I1,8369.45793078405
22,I1,8361.14543720988
23,I1,8353.77922199902
24,I1,8347.251589078112
25,I1,8341.467084354337
26,I1,8336.341112715398
27,I1,8331.79871292973
28,I1,8327.773450130022
29,I1,8324.206444052754
30,I1,8321.045517800932
31,I1,8318.244440183616
32,I1,8315.762246263048
33,I1,8313.56263357292
34,I1,8311.613430654597
35,I1,8309.886128597249
36,I1,8308.355465153649
37,I1,8306.999054589998
38,I1,8305.797059395807
39,I1,8304.73190010642
40,I1,8303.787998626576
41,I1,8302.951550581663
42,I1,8302.210323255636
43,I1,8301.553476497833
44,I1,8300.971404182137
45,I1,8300.455593803279
46,I1,8299.998502006727
47,I1,8299.593444221266
48,I1,8299.23449685667
49,I1,8298.916410672753
50,I1,8298.634534026007
51,I1,8298.38474484066
52,I1,8298.163390311369
53,I1,8297.967233472957
54,I1,8297.793405861006
55,I1,8297.639365563755
56,I1,8297.502860046103
57,I1,8297.381893203794
58,I1,8297.27469616944
59,I1,8297.179701443682
60,I1,8297.095519971424
61,I1,8297.020920827055
62,I1,8296.954813212193
63,I1,8296.896230503207
64,I1,8296.844316115077
65,I1,8296.798310974476
66,I1,8296.757542418867
67,I1,8296.721414359374
68,I1,8296.689398563616
69,I1,8296.661026930942
70,I1,8296.635884647041
71,I1,8296.613604117862
72,I1,8296.593859594119
73,I1,8296.576362407759
74,I1,8296.560856750704
75,I1,8296.547115934149
76,I1,8296.534939073717
77,I1,8296.524148151979
78,I1,8296.514585415363
79,I1,8296.506111067416
80,I1,8296.498601224645
81,I1,8296.491946105076
82,I1,8296.486048423027
83,I1,8296.480821966614
84,I1,8296.476190337178
85,I1,8296.472085832233
86,I1,8296.468448455566
87,I1,8296.465225040009
88,I1,8296.462368470107
89,I1,8296.459836993243
90,I1,8296.457593609179
91,I1,8296.45560552911
92,I1,8296.45384369629
93,I1,8296.452282361211
94,I1,8296.45089870516
95,I1,8296.449672506606
96,I1,8296.448585845592
97,I1,8296.447622841744
98,I1,8296.446769422131
99,I1,8296.446013115528
100,I1,8296.445342870109
0,I2,1
1,I2,2478.343876454973
2,I2,5287.925033112184
3,I2,6853.2291312999405
4,I2,7556.546769540764
5,I2,7826.738653964435
6,I2,7906.66889305256
7,I2,7910.251198281154
8,I2,7886.190059541752
9,I2,7854.087070915571
10,I2,7821.410673936179
11,I2,7790.789961727453
12,I2,7762.988204294143
13,I2,7738.075843063024
14,I2,7715.880998423327
15,I2,7696.159450829969
16,I2,7678.657997848105
17,I2,7663.136944611973
18,I2,7649.376894785035
19,I2,7637.180392285005
20,I2,7626.370944746437
21,I2,7616.791356836781
22,I2,7608.302005257958
23,I2,7600.7789580186145
24,I2,7594.112289568692
25,I2,7588.204552755052
26,I2,7582.969368595026
27,I2,7578.330184446106
28,I2,7574.219152968278
29,I2,7570.576142643376
30,I2,7567.347866227544
31,I2,7564.487106747894
32,I2,7561.952025622147
33,I2,7559.70554709126
34,I2,7557.714814651445
35,I2,7555.950711807675
36,I2,7554.387437604207
37,I2,7553.002129163888
38,I2,7551.774526401107
39,I2,7550.686675313467
40,I2,7549.722665741167
41,I2,7548.868399051182
42,I2,7548.111381876451
43,I2,7547.440543123091
44,I2,7546.846071962219
45,I2,7546.319274459512
46,I2,7545.852446512758
47,I2,7545.438761132903
48,I2,7545.072168520475
49,I2,7544.747307577694
50,I2,7544.459427538738
51,I2,7544.204318502626
52,I2,7543.978249842102
53,I2,7543.777915625055
54,I2,7543.6003862689595
55,I2,7543.4430657053435
56,I2,7543.303653411657
57,I2,7543.180110759309
58,I2,7543.07063119635
59,I2,7542.973613829516
60,I2,7542.887640013234
61,I2,7542.8114526009895
62,I2,7542.743937558357
63,I2,7542.684107670898
64,I2,7542.631088107519
65,I2,7542.584103626655
66,I2,7542.542467238363
67,I2,7542.505570157446
68,I2,7542.472872900786
69,I2,7542.44389739814
70,I2,7542.41822000079
71,I2,7542.3954652860875
72,I2,7542.3753005674625
73,I2,7542.357431029482
74,I2,7542.341595416671
75,I2,7542.327562213058
76,I2,7542.315126256694
77,I2,7542.304105739618
78,I2,7542.294339549328
79,I2,7542.285684912896
80,I2,7542.278015309247
81,I2,7542.271218619135
82,I2,7542.265195485729
83,I2,7542.259857861819
84,I2,7542.255127722393
85,I2,7542.250935923783
86,I2,7542.247221192683
87,I2,7542.243929230253
88,I2,7542.24101191821
89,I2,7542.238426615286
90,I2,7542.236135533785
91,I2,7542.234105187102
92,I2,7542.232305900132
93,I2,7542.230711375423
94,I2,7542.2292983087045
95,I2,7542.228046048176
96,I2,7542.226936292596
97,I2,7542.225952823726
98,I2,7542.225081269233
99,I2,7542.2243088925825
100,I2,7542.223624406848
0,I3,1
1,I3,746.7840726891816
2,I3,2816.5631965260422
3,I3,4759.759442959744
4,I3,6022.322435092929
5,I3,6697.923659101998
6,I3,7010.589383313174
7,I3,7132.302178423693
8,I3,7163.650945290261
9,I3,7156.052048998845
10,I3,7133.641319017664
11,I3,7107.033282938268
12,I3,7080.600074520121
13,I3,7055.97864573777
14,I3,7033.657560966706
15,I3,7013.664060969167
16,I3,6995.854268274016
17,I3,6980.0315984348945
18,I3,6965.991700986694
19,I3,6953.541602483064
20,I3,6942.504917252173
21,I3,6932.722673652029
22,I3,6924.053146839679
23,I3,6916.370156724807
24,I3,6909.561592797004
25,I3,6903.5280458039315
26,I3,6898.181349261809
27,I3,6893.443331784661
28,I3,6889.244706413124
29,I3,6885.524071580392
30,I3,6882.227010959587
31,I3,6879.305299553059
32,I3,6876.716204097934
33,I3,6874.42185955312
34,I3,6872.388711641626
35,I3,6870.587023742042
36,I3,6868.99044376499
37,I3,6867.57562102332
38,I3,6866.321864293052
39,I3,6865.210837496413
40,I3,6864.226291195431
41,I3,6863.353825910432
42,I3,6862.580682052566
43,I3,6861.895552849249
44,I3,6861.288418468592
45,I3,6860.750399581032
46,I3,6860.273627839065
47,I3,6859.851130837633
48,I3,6859.476729931291
49,I3,6859.144949771515
50,I3,6858.850938320004
51,I3,6858.5903959714715
52,I3,6858.359512637803
53,I3,6858.15491195919
54,I3,6857.973601921703
55,I3,6857.8129311360335
56,I3,6857.670550072212
57,I3,6857.544376677178
58,I3,6857.432565910641
59,I3,6857.333482769015
60,I3,6857.245678384032
61,I3,6857.167868831382
62,I3,6857.098916346492
63,I3,6857.037812683963
64,I3,6856.983664376329
65,I3,6856.935679669273
66,I3,6856.893156940724
67,I3,6856.855474438467
68,I3,6856.822081188213
69,I3,6856.792488937328
70,I3,6856.766265014542
71,I3,6856.743026001851
72,I3,6856.722432127348
73,I3,6856.704182296972
74,I3,6856.6880096917
75,I3,6856.673677865551
76,I3,6856.660977287797
77,I3,6856.649722279044
78,I3,6856.639748296208
79,I3,6856.630909526436
80,I3,6856.623076754847
81,I3,6856.616135475065
82,I3,6856.609984214922
83,I3,6856.604533052748
84,I3,6856.599702302499
85,I3,6856.5954213486
86,I3,6856.5916276134085
87,I3,6856.58826564227
88,I3,6856.585286292692
89,I3,6856.582646015816
90,I3,6856.580306219683
91,I3,6856.578232705002
92,I3,6856.576395165133
93,I3,6856.574766742991
94,I3,6856.573323638394
95,I3,6856.5720447600925
96,I3,6856.5709114174315
97,I3,6856.5699070471
98,I3,6856.569016970982
99,I3,6856.568228181575
100,I3,6856.567529151835
0,I4,1
1,I4,176.27372371661144
2,I4,1228.1471636279814
3,I4,2841.79679227708
4,I4,4318.384755431352
5,I4,5354.776512679245
6,I4,5969.326798116625
7,I4,6288.6654331860545
8,I4,6432.962658526367
9,I4,6484.387179744536
10,I4,6490.837438566378
11,I4,6477.5703651077065
12,I4,6456.953750182307
13,I4,6434.665273034896
14,I4,6413.128469845338
15,I4,6393.259063948943
16,I4,6375.308717405281
17,I4,6359.253736369236
18,I4,6344.9608278955
19,I4,6332.266090599883
20,I4,6321.003884032093
21,I4,6311.017608778717
22,I4,6302.1654298142375
23,I4,6294.319756181073
24,I4,6287.366569863337
25,I4,6281.204668377689
26,I4,6275.744159022281
27,I4,6270.905241199747
28,I4,6266.617166193403
29,I4,6262.81725342266
30,I4,6259.449946467124
31,I4,6256.465989877857
32,I4,6253.821730953299
33,I4,6251.478498408206
34,I4,6249.402029392014
35,I4,6247.561955798476
36,I4,6245.931361017322
37,I4,6244.486394562954
38,I4,6243.205925406233
39,I4,6242.071228443603
40,I4,6241.065707826651
41,I4,6240.174656112184
42,I4,6239.385041511439
43,I4,6238.685316885057
44,I4,6238.065249246117
45,I4,6237.515769807753
46,I4,6237.02884224549
47,I4,6236.5973456283755
48,I4,6236.214969859388
49,I4,6235.876122955983
50,I4,6235.575849375051
51,I4,6235.309757835979
52,I4,6235.073957122314
53,I4,6234.8649989905225
54,I4,6234.679827661594
55,I4,6234.515735215508
56,I4,6234.370322061429
57,I4,6234.241461812335
58,I4,6234.127270129451
59,I4,6234.026077164224
60,I4,6233.936403172019
61,I4,6233.856936881397
62,I4,6233.786516297965
63,I4,6233.724111697777
64,I4,6233.668810575723
65,I4,6233.6198043108025
66,I4,6233.5763763386785
67,I4,6233.53789166531
68,I4,6233.5037875794915
69,I4,6233.4735654277265
70,I4,6233.446783323811
71,I4,6233.423049684733
72,I4,6233.402017502387
73,I4,6233.3833792697105
74,I4,6233.366862485185
75,I4,6233.352225667899
76,I4,6233.339254825429
77,I4,6233.32776032433
78,I4,6233.317574117587
79,I4,6233.308547287581
80,I4,6233.300547868288
81,I4,6233.293458915339
82,I4,6233.287176796059
83,I4,6233.281609674289
84,I4,6233.276676167568
85,I4,6233.272304157047
86,I4,6233.268429732933
87,I4,6233.264996260083
88,I4,6233.261953549948
89,I4,6233.259257126737
90,I4,6233.256867577087
91,I4,6233.254749973811
92,I4,6233.25287336526
93,I4,6233.2512103227855
94,I4,6233.2497365397185
95,I4,6233.248430475994
96,I4,6233.2472730432355
97,I4,6233.2462473256965
98,I4,6233.2453383329585
99,I4,6233.2445327807745
100,I4,6233.2438188968645
0,I5,1
1,I5,34.57774083473308
2,I5,448.9961683384546
3,I5,1464.253482849228
4,I5,2757.695811678212
5,I5,3930.8674131321177
6,I5,4793.7888097954155
7,I5,5341.4724483969885
8,I5,5649.805212285474
9,I5,5803.6377854510965
10,I5,5868.254405928051
11,I5,5885.772223467757
12,I5,5880.528630882967
13,I5,5865.505418127881
14,I5,5847.186209503658
15,I5,5828.599064822477
16,I5,5811.042531092347
17,I5,5794.995810102401
18,I5,5780.554890367485
19,I5,5767.659535485244
20,I5,5756.189227111306
21,I5,5746.004516284967
22,I5,5736.970269031759
23,I5,5728.960527180318
24,I5,5721.860574621515
25,I5,5715.568014168086
26,I5,5709.99148258402
27,I5,5705.0496200748885
28,I5,5700.670229793342
29,I5,5696.789363234044
30,I5,5693.350323953778
31,I5,5690.302807167593
32,I5,5687.602215145564
33,I5,5685.2090522345125
34,I5,5683.088336876844
35,I5,5681.209059702446
36,I5,5679.543726629146
37,I5,5678.0679743414485
38,I5,5676.760222362586
39,I5,5675.601349771554
40,I5,5674.5744077823765
41,I5,5673.664373824809
42,I5,5672.857937303597
43,I5,5672.143305658619
44,I5,5671.510028767565
45,I5,5670.94884452412
46,I5,5670.4515447366875
47,I5,5670.010856543017
48,I5,5669.620335707499
49,I5,5669.2742713297675
50,I5,5668.967602151846
51,I5,5668.695843125104
52,I5,5668.455020126717
53,I5,5668.241611571634
54,I5,5668.052496614583
55,I5,5667.884909569448
56,I5,5667.7363996673375
57,I5,5667.604795244688
58,I5,5667.488171860235
59,I5,5667.384824086953
60,I5,5667.293240625898
61,I5,5667.212082262417
62,I5,5667.140162264252
63,I5,5667.076428982255
64,I5,5667.01995046566
65,I5,5666.969900858864
66,I5,5666.925548335285
67,I5,5666.88624438167
68,I5,5666.851414302069
69,I5,5666.820548817802
70,I5,5666.79319662878
71,I5,5666.7689578137415
72,I5,5666.747477975945
73,I5,5666.72844305857
74,I5,5666.71157475518
75,I5,5666.696626442173
76,I5,5666.683379570968
77,I5,5666.671640470211
78,I5,5666.6612375139275
79,I5,5666.652018613116
80,I5,5666.643848992017
81,I5,5666.636609216562
82,I5,5666.630193447528
83,I5,5666.624507893271
84,I5,5666.619469438648
85,I5,5666.615004429574
86,I5,5666.611047595775
87,I5,5666.607541096402
88,I5,5666.604433674487
89,I5,5666.601679907538
90,I5,5666.599239543313
91,I5,5666.597076911223
92,I5,5666.595160400818
93,I5,5666.593461999689
94,I5,5666.591956883896
95,I5,5666.590623054993
96,I5,5666.589441018394
97,I5,5666.5883934983985
98,I5,5666.587465185622
99,I5,5666.586642513175
100,I5,5666.585913458315
0,I6,1
1,I6,6.356903763511395
2,I6,140.90225970630866
3,I6,657.8753163446974
4,I6,1567.6236485139748
5,I6,2626.957013468609
6,I6,3583.8195458634577
7,I6,4310.199389084736
8,I6,4794.111167776913
9,I6,5083.1107597306545
10,I6,5238.08101449502
11,I6,5310.435908711521
12,I6,5336.141007776938
13,I6,5337.577820201286
14,I6,5327.555294259175
15,I6,5312.917750071383
16,I6,5297.0996916904
17,I6,5281.716900939782
18,I6,5267.438304605399
19,I6,5254.484985383556
20,I6,5242.870351692343
21,I6,5232.514367959549
22,I6,5223.30848049508
23,I6,5215.137725348475
24,I6,5207.890879870639
25,I6,5201.466266536569
26,I6,5195.771890943892
27,I6,5190.725185782187
28,I6,5186.252666765078
29,I6,5182.289188131033
30,I6,5178.776927731173
31,I6,5175.664519315286
32,I6,5172.906405084631
33,I6,5170.462252721487
34,I6,5168.296349972706
35,I6,5166.37703427865
36,I6,5164.676223075201
37,I6,5163.16902956107
38,I6,5161.833413438181
39,I6,5160.649849227786
40,I6,5159.601028555378
41,I6,5158.671607759727
42,I6,5157.847991093335
43,I6,5157.118134580538
44,I6,5156.4713663706425
45,I6,5155.898227526258
46,I6,5155.390334522711
47,I6,5154.940258941995
48,I6,5154.541419264311
49,I6,5154.187983315278
50,I6,5153.8747821374955
51,I6,5153.597234880082
52,I6,5153.351282541455
53,I6,5153.1333285849
54,I6,5152.94018583939
55,I6,5152.769029696792
56,I6,5152.6173570551355
57,I6,5152.482949934446
58,I6,5152.363842954828
59,I6,5152.258294409716
60,I6,5152.164760778993
61,I6,5152.081874271292
62,I6,5152.008422872359
63,I6,5151.94333256051
64,I6,5151.885651542538
65,I6,5151.834536352774
66,I6,5151.789239562161
67,I6,5151.749098850511
68,I6,5151.713527291723
69,I6,5151.682004758209
70,I6,5151.6540703292885
71,I6,5151.629315563798
72,I6,5151.607378521566
73,I6,5151.58793845979
74,I6,5151.570711142559
75,I6,5151.555444691334
76,I6,5151.541915903925
77,I6,5151.529926986582
78,I6,5151.519302658745
79,I6,5151.509887591534
80,I6,5151.501544138797
81,I6,5151.494150324014
82,I6,5151.48759805496
83,I6,5151.481791542753
84,I6,5151.476645902209
85,I6,5151.47208591117
86,I6,5151.468044910107
87,I6,5151.4644638268965
88,I6,5151.461290313238
89,I6,5151.4584779796305
90,I6,5151.455985717102
91,I6,5151.453777095894
92,I6,5151.451819832723
93,I6,5151.450085318901
94,I6,5151.448548202162
95,I6,5151.447186015939
96,I6,5151.445978850806
97,I6,5151.444909063404
98,I6,5151.443961018569
99,I6,5151.443120860746
100,I6,5151.442376311398
0,I7,1
1,I7,1.6670829546827286
2,I7,38.9815609123066
3,I7,260.9166298937181
4,I7,796.9417307712873
5,I7,1594.9205578634374
6,I7,2476.041451093119
7,I7,3270.108210544995
8,I7,3886.7681512991976
9,I7,4312.786988629701
10,I7,4579.037952541026
11,I7,4729.940384150315
12,I7,4805.965326358013
13,I7,4837.354163397749
14,I7,4844.1229900135995
15,I7,4838.413265700537
16,I7,4827.095516353258
17,I7,4813.842004536583
18,I7,4800.475781139876
19,I7,4787.836222492166
20,I7,4776.256205035631
21,I7,4765.81288170789
22,I7,4756.473118774558
23,I7,4748.157264759211
24,I7,4740.769454913141
25,I7,4734.214238409402
26,I7,4728.401480413198
27,I7,4723.248570998038
28,I7,4718.681340793003
29,I7,4714.633714644151
30,I7,4711.046807168498
31,I7,4707.868187224961
32,I7,4705.051347504177
33,I7,4702.555133852013
34,I7,4700.34309549654
35,I7,4698.382895049568
36,I7,4696.645848299062
37,I7,4695.106541768321
38,I7,4693.742469462887
39,I7,4692.533689355125
40,I7,4691.462522920311
41,I7,4690.513300367891
42,I7,4689.672137253212
43,I7,4688.926732297593
44,I7,4688.266185331867
45,I7,4687.680836255922
46,I7,4687.162123736559
47,I7,4686.702460944843
48,I7,4686.295125404973
49,I7,4685.934160537219
50,I7,4685.61428774247
51,I7,4685.330828814533
52,I7,4685.079637968055
53,I7,4684.85704174489
54,I7,4684.65978518267
55,I7,4684.484983736809
56,I7,4684.330080968956
57,I7,4684.192811463028
58,I7,4684.071167906954
59,I7,4683.963371593512
60,I7,4683.867846194496
61,I7,4683.783194728394
62,I7,4683.708179289399
63,I7,4683.641702986214
64,I7,4683.582793802021
65,I7,4683.530590312774
66,I7,4683.484329134156
67,I7,4683.44333381949
68,I7,4683.4070049573465
69,I7,4683.374811358852
70,I7,4683.346282279796
71,I7,4683.3210005651645
72,I7,4683.298596565063
73,I7,4683.278742714731
74,I7,4683.26114872812
75,I7,4683.245557357042
76,I7,4683.231740641679
77,I7,4683.219496578255
78,I7,4683.208646157013
79,I7,4683.199030740959
80,I7,4683.1905097503495
81,I7,4683.182958610797
82,I7,4683.176266929983
83,I7,4683.170336880313
84,I7,4683.165081768501
85,I7,4683.160424770041
86,I7,4683.15629780646
87,I7,4683.152640548651
88,I7,4683.1493995339215
89,I7,4683.146527384826
90,I7,4683.1439821171625
91,I7,4683.141726525947
92,I7,4683.139727640906
93,I7,4683.13795624433
94,I7,4683.136386444224
95,I7,4683.134995295889
96,I7,4683.133762466292
97,I7,4683.132669936632
98,I7,4683.13170173896
99,I7,4683.130843722861
100,I7,4683.1300833485675
0,I8,1
1,I8,0.9985424034057245
2,I8,10.017016578061096
3,I8,92.58208121526648
4,I8,364.8430442148433
5,I8,881.387754336929
6,I8,1576.7238969782575
7,I8,2318.0342728543974
8,I8,2985.16225606162
9,I8,3512.2195360334713
10,I8,3886.7815144697565
11,I8,4129.475072151845
12,I8,4273.231073639413
13,I8,4350.003931327237
14,I8,4385.025041299566
15,I8,4395.880217573657
16,I8,4393.778381220279
17,I8,4385.398157354439
18,I8,4374.469383011247
19,I8,4362.958589880374
20,I8,4351.833726445137
21,I8,4341.514440549937
22,I8,4332.143881818343
23,I8,4323.73136275167
24,I8,4316.224482771438
25,I8,4309.547872782389
26,I8,4303.6198795268765
27,I8,4298.361067508368
28,I8,4293.698284799741
29,I8,4289.565354192979
30,I8,4285.902593228309
31,I8,4282.656543691661
32,I8,4279.779794472767
33,I8,4277.230442188365
34,I8,4274.971322862051
35,I8,4272.969394785708
36,I8,4271.195344096333
37,I8,4269.623232715484
38,I8,4268.23009754811
39,I8,4266.9955709151645
40,I8,4265.901585510519
41,I8,4264.932135890623
42,I8,4264.07304930411
43,I8,4263.311765595791
44,I8,4262.637148390315
45,I8,4262.039328615093
46,I8,4261.509564254505
47,I8,4261.040109352424
48,I8,4260.624097707234
49,I8,4260.255443961227
50,I8,4259.928756825242
51,I8,4259.639259601702
52,I8,4259.382718657405
53,I8,4259.155381585456
54,I8,4258.953923523928
55,I8,4258.775398763579
56,I8,4258.617196862259
57,I8,4258.477004074636
58,I8,4258.352769978212
59,I8,4258.242677902236
60,I8,4258.145118149251
61,I8,4258.0586640896545
62,I8,4257.982051332325
63,I8,4257.914159501945
64,I8,4257.853995914145
65,I8,4257.800680886493
66,I8,4257.753434774849
67,I8,4257.711566659345
68,I8,4257.674464337689
69,I8,4257.641585342299
70,I8,4257.612448928886
71,I8,4257.586629040746
72,I8,4257.563748130575
73,I8,4257.5434716600485
74,I8,4257.525503177929
75,I8,4257.509579960552
76,I8,4257.495469182234
77,I8,4257.482964531274
78,I8,4257.471883191229
79,I8,4257.462063152632
80,I8,4257.453360840178
81,I8,4257.44564902216
82,I8,4257.438814955434
83,I8,4257.432758732434
84,I8,4257.427391815074
85,I8,4257.422635741387
86,I8,4257.418420982151
87,I8,4257.414685924608
88,I8,4257.411375969009
89,I8,4257.4084427291455
90,I8,4257.405843326245
91,I8,4257.403539763196
92,I8,4257.401498368416
93,I8,4257.399689302546
94,I8,4257.398086122233
95,I8,4257.396665394176
96,I8,4257.3954063526935
97,I8,4257.394290595714
98,I8,4257.393301815478
99,I8,4257.39242556031
100,I8,4257.391649023571
0,S,1
1,S,1.8075411399022716
2,S,4.874447218657888
3,S,43.305767587486194
4,S,238.89815578235383
5,S,790.2930894366411
6,S,1868.698572386784
7,S,3526.3417469534766
8,S,5685.1086345813965
9,S,8186.065275826701
10,S,10851.41596969426
11,S,13527.877533258014
12,S,16104.969634244557
13,S,18515.15500088326
14,S,20725.162307557403
15,S,22725.364842358904
16,S,24520.59123615832
17,S,26123.40218559519
18,S,27549.88689257357
19,S,28817.0473086617
20,S,29941.43960705458
21,S,30938.542045718317
22,S,31822.460772423132
23,S,32605.894514203566
24,S,33300.19737832129
25,S,33915.47504058018
26,S,34460.70590992352
27,S,34943.85688921064
28,S,35371.992578962614
29,S,35751.37568927193
30,S,36087.55726991395
31,S,36385.45673298119
32,S,36649.43317333742
33,S,36883.34921220835
34,S,37090.62779009021
35,S,37274.30225615992
36,S,37437.060555040596
37,S,37581.284462462376
38,S,37709.08450975723
39,S,37822.330945129346
40,S,37922.681084126845
41,S,38011.60350821686
42,S,38090.399544072956
43,S,38160.22233113044
44,S,38222.09370958269
45,S,38276.91916406984
46,S,38325.50106351417
47,S,38368.550403935056
48,S,38406.69721836721
49,S,38440.49979721385
50,S,38470.45285554173
51,S,38496.99477169185
52,S,38520.51400332123
53,S,38541.35477243494
54,S,38559.82210226222
55,S,38576.18628083464
56,S,38590.68681672467
57,S,38603.53594408888
58,S,38614.921728234236
59,S,38625.01081773834
60,S,38633.950883521065
61,S,38641.87278009106
62,S,38648.89246037677
63,S,38655.112672482435
64,S,38660.624463464774
65,S,38665.508511968445
66,S,38669.83630896179
67,S,38673.67120389178
68,S,38677.06933177491
69,S,38680.080434831325
70,S,38682.748590546675
71,S,38685.11285673878
72,S,38687.20784314285
73,S,38689.06421796038
74,S,38690.7091567595
75,S,38692.166740230445
76,S,38693.458306611734
77,S,38694.60276398919
78,S,38695.61686705684
79,S,38696.51546236511
80,S,38697.311705624066
